21)  7,5,2,11,26,30,13,22,27,23,18,8,6,21,24,25,15,12,20,9,14,29,1,32,19,4,0,10,28,31,17,3,16  :  6955,02886750365
22)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
23)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
24)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
25)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
26)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
27)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
28)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
29)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
30)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
31)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
32)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
33)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
34)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
35)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
36)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
37)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
38)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
39)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
40)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
41)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
42)  2,18,29,24,28,16,10,32,25,21,26,23,3,13,30,19,20,7,27,9,14,12,15,4,17,11,0,6,22,31,5,8,1  :  6748,1375118256
43)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
44)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
45)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
46)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
47)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
48)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
49)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
50)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
51)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
52)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
53)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
54)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
55)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
56)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
57)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
58)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
59)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
60)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
61)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
62)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
63)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
64)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
65)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
66)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
67)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
68)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
69)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
70)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
71)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
72)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
73)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
74)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
75)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
76)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
77)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
78)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
79)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
80)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
81)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
82)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
83)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
84)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
85)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
86)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
87)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
88)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
89)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
90)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
91)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
92)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
93)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
94)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
95)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
96)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
97)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
98)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
99)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
100)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
101)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
102)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
103)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
104)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
105)  19,6,31,16,11,8,28,20,17,1,18,29,4,21,30,25,3,26,24,23,12,15,14,7,32,27,10,2,22,5,13,0,9  :  6501,26323912481
106)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
107)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
108)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
109)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
110)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
111)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
112)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
113)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
114)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
115)  17,3,23,8,28,2,11,1,18,26,30,32,13,22,10,5,19,0,6,12,15,20,27,14,9,25,29,24,7,4,21,16,31  :  6479,97707853072
116)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
117)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
118)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
119)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
120)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
121)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
122)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
123)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
124)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
125)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
126)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
127)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
128)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
129)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
130)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
131)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
132)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
133)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
134)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
135)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
136)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
137)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
138)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
139)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
140)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
141)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
142)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
143)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
144)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
145)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
146)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
147)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
148)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
149)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
150)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
151)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
152)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
153)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
154)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
155)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
156)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
157)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
158)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
159)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
160)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
161)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
162)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
163)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
164)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
165)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
166)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
167)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
168)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
169)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
170)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
171)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
172)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
173)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
174)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
175)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
176)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
177)  30,3,24,16,25,2,8,29,17,22,10,26,19,5,15,12,9,14,4,20,6,0,13,27,18,1,11,32,23,28,31,7,21  :  6314,3023338684
